comment,labels
one heart for MLA,"[2, 2, 2, 2]"
यह बहुत बडी समस्या है देश की। बडे शहरों मे यह जबरदस्त फल फुल रहे है।आपने यह मुद्दा को उठाया आपको से सलाम। बहुत बहुत धन्यवाद।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
So educative information Thanks,"[2, 2, 2, 2]"
आप देश के सच्चाई दिखा रहो हो आप सच्चे देशभक्त हों।।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dhruv bhai apka content ka level hi alag rhta hai,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]"
Thanks for knowledge,"[2, 2, 2]"
Such an amazing video After long time Thanks a lot Unique topic nice view,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
In a country well governed poverty is something to be ashamed of In a country badly governed wealth is something to be ashamed of Confucius,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Sometimes I wonder what will happen to this country everywhere I look something wrong is happening It makes me feel sad and helpless at times,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Hats off to you for such great videos,"[2, 2, 2, 2, 2, 2, 2, 2]"
I was noticing this problem for a long time but I did not get any information about it You raised this issue It is really a big problem Thanks Dhruv bhaiya,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
I cant believe India is still like this Really THank Dhruv Rathee keeping us updated about whats going on in India even Globally,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Ek hi dil ha kitne baar jitoge dhruv bhai,"[1, 1, 1, 1, 1, 1, 1, 2, 1]"
Please do video on Gold,"[2, 2, 2, 2, 2]"
Indian and Pakistan k beggers ki kafi bate similar hai Mr Dhurav ki Investigation perfect hai,"[2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1]"
Mai Kanpur se hi hu ye baat bilkul thik hai jo bhaiya ne btaya hai,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Indian Private school mafia make a video on it Please,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
In Nepal there are many Indian beggars who often trouble the public by persistently asking for money It creates an uncomfortable situation for many people and in some cases it feels quite intrusive Thanks for making such video,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Kanha kanha se dhund ke late hai ayse video Dhruv Sir Nanam hai aapke charnon ko,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]"
क्या मेरा प्यारा देश भारत की बात हो रही है रूह झकझोर देने वाली बात है,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ध्रुव राठी आपने बहुत सुंदर और बढ़िया episode बनाया है,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
I am 17 years old and I watch your videos I get to learn a lot from your videos and it helps me in my studies and I get to think about what is going on in our country and we get to know about it Thank you,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
सरकार के काम को ध्रुव सर कर रहे हैं आपके काम को सलाम,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Our country needs more people like you dhruv bhaiya,"[2, 2, 2, 2, 2, 2, 2, 2, 1]"
I was noticed this problem for a long time but I didnt get aby information about it You raised the issue its really a big problem Thanks dhruv sir,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Love from Assam,"[2, 2, 1]"
Love you bro from Uttar Pradesh Best Indian YouTuber,"[2, 2, 2, 2, 1, 1, 2, 2, 2]"
Dear Dhruv brother you have a very big heart,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Next Topic West Bengals current situation,"[2, 2, 2, 1, 2, 2]"
Excellent mind you dhruv ji,"[2, 2, 2, 2, 1]"
I am shocked to find out the story shared in the start of the video How csn someone be so inhuman,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I am in 10th class and rathee sir I love watching your all types of videos I just love the way you explain the way you start the introduction of the whole video the way you show us the graphs I think you are the one who steps 1st to change the world and rathee sir trust us we are ensuring you that we all together help you and give our support to you I have no words to describe my pleasure after knowing you,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
hey bhagwan hey bhagwan karte karte pura vdo dekhi hun and intro bichara suresh Im just speechless after listening to this,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2]"
Most valuable information,"[2, 2, 2]"
Love from chhattisgarh kawardha Jai johar,"[2, 2, 1, 1, 1, 1]"
Im working in South Korea for past one month and I wish similar thing happens in our country,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
That girl was frightened she told if her boss or her brother caught her talking to stranger than theyll punish her,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
O my god this is absolutely unbelievable no director or politician raised this issue or made a movie on it,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Your videos are way better and educational than Watching baseless reels on instagram and YouTube,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
किती दुरदृष्टी म्हणावं सर जय महाराष्ट्र,"[0, 0, 0, 0, 0, 0]"
Child Begging Needs to Stop They Need Education,"[2, 2, 2, 2, 2, 2, 2, 2]"
This is the real face of our society,"[2, 2, 2, 2, 2, 2, 2, 2]"
This topic is most needed tired to watching in every red signal light lots of beggars government r blind,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
How cruel is that people are ready to exploit other people,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Salute my brother lots of love from tamilnadu,"[2, 2, 2, 2, 2, 2, 2, 1]"
i think that its your and my and all others peoples duty to solve problem and make well educated to upcoming generation graet work well done,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
This video is truly an eyeopener regarding the situation of beggars around us Yakeen nahi hota log itni had tak ja sakte hain Problem kaafi serious hai aur iska solution large scale pe government level se aana chahiye Thanks for also highlighting ki sarkar basic level ka kaam bhi nahi kar rahi is issue ko tackle karne ke liye,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
Im 16 and I Watch Your Every Video and It is Very Informative Keep it Up,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
May God keep u safe Raising real issue of india,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Very nice information boss thanks,"[2, 2, 2, 2, 2]"
He is a teacher which i allways wished to be in my education time,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Im so proud of you dhruv Keep it up love from burundi,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
As a beggar i can confirm that whatever he said is true,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Thanks for such a bold information,"[2, 2, 2, 2, 2, 2]"
Thank you for revealing that even individuals like mafias live freely while the poor continue to suffer in this unsafe country,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Aaj ki duniya mei hame clarity chahiye 1 like for dhruv bhai,"[1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1]"
Your thinking so positive sir,"[2, 2, 2, 2, 2]"
Another Revolutionary video by Mr Knowledge You are shaking up the whole system,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Thank you for your excellent work,"[2, 2, 2, 2, 2, 2]"
Dealing with beggars is like a two edged sword Beggars in mumbai are very aggressive they often send their children to beg We can help the poor and needy but dealing with aggressive beggars is much of a hassle,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Dhruv we need 100000 more like u,"[2, 2, 2, 2, 2, 2, 2]"
Love the way how you surfaced this issue with data,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Knowledge Full video,"[2, 2, 2]"
Im from Assam and this begger situation is very bad here We get 3 to 10 beggers everyday They come to our house and keep asking for money,"[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
आज ही एक भिखारी मुस्लिम औरत मिली थी इसी उम्र के बच्चे को गोदी में उठाए हुए। बच्चा सो रहा था। मैंने पूछा सबके बच्चे हमेशा सोते क्यों रहते हैं। वो कुछ नहीं बोली। मैं आधार कार्ड भी मांगने की सोच रहा था इसने में मेरी वाइफ को इस पर दया आ गई और उसने 10 रुपए से दिए। और आज ही तुम्हारी यह वीडियो आ गई। बहुत अच्छा काम किया जागरूक करने का,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Apki videos se bahut kuch sikhne ko milta hi,"[1, 2, 1, 1, 1, 1, 1, 1, 1]"
itne bure log kaise ho skte hn so sad,"[1, 1, 1, 1, 1, 1, 1, 2, 2]"
Dhruv your ability to break down complex topics so clearly and factually is amazing Your content is so informative and thoughtprovoking and its clear you put in so much effort to make sure we stay informed Keep up the great work youre truly making a difference,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Very informative video as always Dhruv Sir,"[2, 2, 2, 2, 2, 2, 2]"
And one more thing to remember: if a beggar takes you somewhere saying that his family stays there dont go Avoid it as it could be a trap for the peoples So be careful And thank you dhruv sir for giving us importance us Jai hind Jai bharat,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]"
I once saw two little girls outside a vegetable marketone just a year oldbeing slapped by a woman trying to snatch coins from them When I questioned her she rudely dismissed me possibly because of political backing It was heartbreaking Ive also seen in places like Shirdi that if you give money to one beggar many others crowd around you making it very uncomfortable Watching your video helped me understand these situations betterthank you so much for shedding light on this,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
its true just realized two beggars near my college have identical damages on their hands and face their fingers were broken Hats off,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Concealing a problem never resolves it only confronting it does,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
रुह कांप गयी इस video को Dekhane Ke Baad,"[0, 0, 0, 0, 2, 0, 1, 1, 1]"
Good job bro,"[2, 2, 2]"
ध्रुव राठी के इस जबरदस्त भयानक सनसनीखेज खुलासे के बाद तो मुझे अब हमारे देश पर राज कर रहे महामानव वीर बहादुर वैज्ञानिक तेजस्वी बुद्धिमान चंदाचोर फेकू मां गंगा के बेटे नॉन बायोलॉजिकल अवतार पुरुष महान व्यक्ति के बारे में सोच कर बड़ा ही दुख होता है और उस पर तरस आता है कि उस बेचारे रेलवे स्टेशन पर चाय बेची मां घरों में बर्तन मांजती थी बेचारे ने कैसे 35 साल तक भिक्षा मांग कर खाया और अपने दो गुजराती मालिकों का भी पेट भरा उस बेचारे गुजराती बालक के बारे में सोच कर मेरा हृदय चीत्कार उठा है,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent work bro Watching from Fiji,"[2, 2, 2, 2, 2, 2]"
Best video for knowledge purpose,"[2, 2, 2, 2, 2]"
Great information,"[2, 2]"
I wish we had a YouTuber who talks about real social and political issues of Bangladesh Indians should be proud of this man,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Ek time tha jab hum koi ek popular Tv serial ke liye ek haftah tak wait kortethe ab Dhruv rathee ke video ke liye waisa he halat ho geya hain Great work Dhruv,"[1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"
भैया बंगाल हिंसा पर भी वीडियो बना दीजिए। Eagerly waiting,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
Dhruv Bhai Bahut achhi bat h ke ap in sab topics ho highlight kar rahe h mai as a viewer chahta hu ke ap khud kisi ek problem pe kam shuru kare or use pure india me resolve karna shuru kare or fir apni video ke madhyam se sabko update kare or problem aisi ho jo sabko roj dikhai deti ho or vo fir jad se khatam hoti hui sabko dikhai de,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Very informative Thank you so much lots of support from London,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
The best YouTube I always watched your video And i am also waiting for your videos,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Dhruv I genuinely admire how you simplify complex issues into easily digestible content Your channels focus on learning awareness and education is not only commendable but also highly impactful As a viewer from Pakistan I truly appreciate how you break down important topics with such clarity and objectivity You dont just educate you empower people to think critically and make informed decisions Your work is undoubtedly making the world a better place Keep inspiring and transforming minds,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Hearttouching,[2]
Major issue in Indian society THX DHRUV BHAI For this topic,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]"
सुपर वीडियो होती है अप्पकी ध्रुब जी बहुत सारी जानकारी होती h,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
Suresh story is so heartbreaking How can a human do that to other human beings Mankind is so cruel,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Educational video,"[2, 2]"
Duniya main kya kya chal raha hai Kaye bar dekh k dill dehal jata hai,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
India needs this type of content,"[2, 2, 2, 2, 2, 2]"
Main 12th science pcmb student hu mai kitni bhi busy rahu par aapki video dekh kar mai click Kar hi deti hu You are great,"[1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2]"
Thank you Dhruv God bless you,"[2, 2, 2, 2, 2, 2]"
Next topic ; Indian private school mafia Apse niwedn hai isle jaroor ek video bnaye,"[2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]"
Love from Rajasthan Brother,"[2, 2, 1, 2]"
I dont know about other states but this is very common in Nagaland,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
One real incident that happens to my relative wife they kept her in a basement which is near Sms hospital in jaipur where lots of kids old aunties they kept,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
Bro the Government doesnt want to do rehabilitation they only want to polarise the population by building or demolishing/digging religious places,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Now someone taking about the dark reality of the country,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Real Man Dhruv,"[2, 2, 2]"
Thanks,[2]
Ye crime ko expose karna bahut zaroori hai much needed video,"[1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2]"
A true patriot is one who does not merely clap but takes steps to rectify the wrongs in the country,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Please make a video on Journalist mafia how bigger powers of government affect journalism and media,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Right sir,"[2, 2]"
Theyre motivated by the line: Jhola utha ke chal pdenge,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
Finally someone talked about this topic in such detail,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Watching the video makes me very sad for those poor people Another sad thing is that people like Dhruv Bhai do not hold ministerial positions Love From Bangladesh,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
Thanks for raising this issue,"[2, 2, 2, 2, 2]"
exactly my point This is the only way I thought would be probable to stop it to some extend,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Love from Jaipur Rajasthan,"[2, 2, 1, 1]"
You are the real gem of our country aapse milne ka sapna h mera,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"
Thanks,[2]
Great Explained Sir,"[2, 2, 2]"
Always unique and informative video You are my authentic source of learning Keep going,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Dhruv bhai really needs that Jaadu ka Jhappi from Munna Bhai MBBS,"[2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2]"
Kerala has a good record of eradicating beggary You hardly find Malayali beggars in Kerala,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I am feeling really sad for the people who went through this,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
WATCH THIS This is exactly what we should do,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Big fan for you thanks jo apne Hyderabad mai deforestation ke upar hawai,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1]"
This information actually helped me a lot i wrote this as a passage topic in my exam previously too and i got the best marks,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
बहुत ही अच्छी जानकारी है औऱ सरकार को कड़े कदम उठना चाहिए,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
True definition of Secularism criticism of both government,"[2, 2, 2, 2, 2, 2, 2, 2]"
Thank you for making videos on these topics,"[2, 2, 2, 2, 2, 2, 2, 2]"
Good one brother,"[2, 2, 2]"
Thank You For Information Dhruv Sir,"[2, 2, 2, 2, 2, 2]"
Great The worst social issue lets take the action to contour the mafia,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I lives in kanpur and here are so many little children and women who used to beg,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
appreciate this video good job Mr rathee,"[2, 2, 2, 2, 2, 2, 2]"
Dhruv sir you are the real inspiration of our young generation huge respect from arunachal pradesh India,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2]"
By not giving any money to beggars no matter how needy they look youre actually doing them a favor If you really want to do something for these beggars give them something to eat instead of money,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
simple step is give them food instead of money From today i will try to give them food item available there,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Very beautiful topic Dhruv Rathee sir,"[2, 2, 2, 2, 2, 2]"
bhai kya hi AI video banaya hai like real,"[1, 1, 1, 2, 2, 1, 1, 2, 2]"
Dhruv Bhai Aapke jaise brilliant logo ki bhut jarurat hai Indian politics me tabhi Hamare Desh ka Kuch bhala ho skta hai wrna aaye din bd se aur bttar hota hi ja rh h,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
We have seen this before in slumdog millioner but no one raised this issue after that movie,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
BAHUT BAHUT KHOOB YAAR VERY NICE VERY GOOD,"[1, 1, 1, 1, 2, 2, 2, 2]"
Youth needs to be aware of JEE COACHING MAFIA And you are the right person and bold enough to do that,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
He is the person who is raising the real issues of India and world Hats off you young man,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Apki video kafi new information deti hai bhaiya crazy youtube per aise bhi youtuber hai,"[1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1]"
Wow nice video may this video help many people to understand,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Thankyou Dhruv Rathee for highlighting major problems and issues for India which Government doesnt care of,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
A huge fan of you and your videos just a small request to make a video on the reality of overly priced school fees charged by private schools,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Nice bro very helpful information,"[2, 2, 2, 2, 2]"
Thank you Dhruv its one of outstanding and informative video on Beggar Mafia I really appreciate your efforts for addressing such an highly sensitive issues,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Love from Jharkhand,"[2, 2, 1]"
Excellent journalism i have seen this beggar mafia business in Hyderabad Big issue needs to be addressed by Govt /NGOs,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Very Appreciating Same Mafia Model works in pak as well,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Good information,"[2, 2]"
प्रयागराज में भी ऐसा हो रहा है प्लीज अपनी टीम भेजिये भाई मैंने अपनी आँखों से देखा है एक कार आती है बच्चे कार से उतारे जाते हैं दिन भर भीख माँगते हैं फिर शाम में कार आती है बच्चों को ले जाती है।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hello sir lots of love from Arunachal Pradesh,"[2, 2, 2, 2, 2, 2, 1, 1]"
Aysa karna bahut bura hai aysa kise ke shath na ho,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Private schools and hospitals ka bhi video bnao sir ji,"[2, 2, 2, 2, 1, 1, 2, 1, 2, 1]"
Jai guru great master antarik pranam all your efforts are really worth it happy new year boss love from Assam,"[1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
sorry like really sorry,"[2, 2, 2, 2]"
no problem,"[2, 2]"
its ok,"[2, 2]"
it just glitched,"[2, 2, 2]"
its ok,"[2, 2]"
if you dont mind and are free then can you pls tell the answers of the assertion and reasoning,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
yeah i know im also doubtful abt 2,"[2, 2, 2, 2, 2, 2, 2, 2]"
and what about others,"[2, 2, 2, 2]"
